stage,segment,ice_flag,ev_flag,naics_code,naics_title,row_type,period,employment
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2001-11-01,9788
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2001-12-01,9756
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-01-01,10106
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-02-01,10126
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-03-01,10140
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-04-01,10080
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-05-01,10168
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-06-01,10300
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-07-01,9868
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-08-01,10138
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-09-01,9994
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-10-01,10046
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-11-01,10098
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2002-12-01,10017
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-01-01,9405
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-02-01,9578
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-03-01,9442
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-04-01,9337
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-05-01,8739
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-06-01,9392
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-07-01,9005
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-08-01,9503
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-09-01,9425
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-10-01,9481
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-11-01,9632
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2003-12-01,9723
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-01-01,9721
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-02-01,9748
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-03-01,9595
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-04-01,9735
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-05-01,9855
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-06-01,9921
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-07-01,9455
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-08-01,10022
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-09-01,9963
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-10-01,10003
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-11-01,9913
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2004-12-01,9823
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-01-01,8936
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-02-01,8874
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-03-01,8969
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-04-01,8856
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-05-01,8959
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-06-01,9178
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-07-01,9044
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-08-01,9239
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-09-01,9243
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-10-01,9006
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-11-01,8775
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2005-12-01,8587
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-01-01,8956
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-02-01,8951
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-03-01,9018
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-04-01,9028
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-05-01,9057
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-06-01,9158
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-07-01,8649
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-08-01,8920
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-09-01,8782
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-10-01,8662
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-11-01,8822
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2006-12-01,8845
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-01-01,8638
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-02-01,8767
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-03-01,8789
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-04-01,8832
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-05-01,8812
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-06-01,8914
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-07-01,8557
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-08-01,9054
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-09-01,8993
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-10-01,8933
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-11-01,8944
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2007-12-01,8808
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-01-01,8068
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-02-01,8091
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-03-01,8131
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-04-01,7854
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-05-01,7593
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-06-01,7690
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-07-01,6957
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-08-01,7178
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-09-01,7013
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-10-01,6877
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-11-01,6863
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2008-12-01,6612
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-01-01,6564
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-02-01,6372
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-03-01,6125
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-04-01,6043
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-05-01,5989
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-06-01,5899
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-07-01,5639
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-08-01,5840
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-09-01,5904
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-10-01,5990
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-11-01,5995
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2009-12-01,6044
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-01-01,6165
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-02-01,6160
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-03-01,6173
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-04-01,6385
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-05-01,6416
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-06-01,6488
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-07-01,6277
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-08-01,6094
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-09-01,6364
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-10-01,6285
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-11-01,6281
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2010-12-01,6124
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-01-01,6262
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-02-01,6265
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-03-01,6288
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-04-01,6456
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-05-01,6462
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-06-01,6509
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-07-01,5733
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-08-01,6347
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-09-01,6273
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-10-01,6230
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-11-01,6272
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2011-12-01,6314
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-01-01,6238
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-02-01,6268
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-03-01,6299
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-04-01,6323
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-05-01,6389
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-06-01,6481
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-07-01,6348
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-08-01,6546
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-09-01,6472
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-10-01,6577
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-11-01,6516
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2012-12-01,6625
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-01-01,6525
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-02-01,6602
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-03-01,6473
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-04-01,6500
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-05-01,6566
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-06-01,6682
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-07-01,6197
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-08-01,6776
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-09-01,6825
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-10-01,6788
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-11-01,6836
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2013-12-01,6949
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-01-01,6946
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-02-01,7027
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-03-01,7048
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-04-01,7070
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-05-01,7077
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-06-01,7222
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-07-01,7154
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-08-01,7354
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-09-01,7244
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-10-01,7435
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-11-01,7572
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2014-12-01,7750
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-01-01,7503
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-02-01,7650
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-03-01,7762
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-04-01,7961
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-05-01,8063
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-06-01,8277
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-07-01,8303
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-08-01,8352
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-09-01,8442
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-10-01,8550
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-11-01,8530
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2015-12-01,8544
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-01-01,8498
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-02-01,8554
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-03-01,8609
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-04-01,8614
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-05-01,8355
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-06-01,8617
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-07-01,8533
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-08-01,8675
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-09-01,8629
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-10-01,8650
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-11-01,8736
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2016-12-01,8732
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-01-01,8735
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-02-01,8791
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-03-01,8723
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-04-01,8705
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-05-01,8761
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-06-01,8755
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-07-01,8159
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-08-01,8729
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-09-01,8697
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-10-01,8752
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-11-01,8836
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2017-12-01,8856
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-01-01,8874
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-02-01,8896
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-03-01,8958
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-04-01,9024
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-05-01,9030
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-06-01,9082
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-07-01,9210
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-08-01,9198
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-09-01,9260
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-10-01,8921
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-11-01,9005
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2018-12-01,9038
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-01-01,8945
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-02-01,9013
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-03-01,8985
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-04-01,9067
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-05-01,9035
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-06-01,9178
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-07-01,8667
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-08-01,9169
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-09-01,9113
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-10-01,9055
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-11-01,9154
OEM,7. Core Automotive,ICE,EV,3362,"""Motor Vehicle Body and Trailer Manufacturing""",naics_detail,2019-12-01,9177
