year,title,code,type,employment_base,employment_proj,share_base,share_proj,change_numeric,change_percent,self_employed,openings,median_wage
2023,Air traffic controllers and airfield operations specialists,53-2020,Summary,42.7,44.4,0.0,0.0,1.7,4.0,,4.0,91290.0
2023,Air traffic controllers,53-2021,Line item,24.0,24.7,0.0,0.0,0.7,2.9,,2.2,137380.0
2023,Airfield operations specialists,53-2022,Line item,18.7,19.7,0.0,0.0,1.0,5.3,,1.8,51140.0
2023,Flight attendants,53-2031,Line item,130.3,143.2,0.1,0.1,12.9,9.9,0.3,19.5,68370.0
2023,Motor vehicle operators,53-3000,Summary,4858.0,5164.9,2.9,3.0,306.9,6.3,9.3,570.4,47490.0
2023,"Ambulance drivers and attendants, except emergency medical technicians",53-3011,Line item,11.6,11.6,0.0,0.0,0.0,-0.1,,1.5,32580.0
2023,Driver/sales workers and truck drivers,53-3030,Summary,3807.2,4051.6,2.3,2.3,244.4,6.4,6.6,424.1,48120.0
2023,Driver/sales workers,53-3031,Line item,503.2,549.3,0.3,0.3,46.1,9.2,6.6,58.1,35420.0
2023,Heavy and tractor-trailer truck drivers,53-3032,Line item,2211.3,2313.4,1.3,1.3,102.0,4.6,6.6,240.3,54320.0
2023,Light truck drivers,53-3033,Line item,1092.6,1188.9,0.7,0.7,96.3,8.8,6.6,125.6,42470.0
2023,Passenger vehicle drivers,53-3050,Summary,952.7,1008.0,0.6,0.6,55.3,5.8,17.7,131.9,44080.0
2023,"Bus drivers, school",53-3051,Line item,365.3,368.9,0.2,0.2,3.6,1.0,0.4,55.1,45660.0
2023,"Bus drivers, transit and intercity",53-3052,Line item,194.1,204.1,0.1,0.1,10.1,5.2,1.1,24.7,60170.0
2023,Shuttle drivers and chauffeurs,53-3053,Line item,222.3,241.3,0.1,0.1,19.0,8.5,5.3,32.1,35240.0
2023,Taxi drivers,53-3054,Line item,171.1,193.8,0.1,0.1,22.7,13.3,89.7,20.0,34680.0
2023,"Motor vehicle operators, all other",53-3099,Line item,86.5,93.6,0.1,0.1,7.1,8.3,38.9,13.0,35690.0
2023,Rail transportation workers,53-4000,Summary,100.4,102.4,0.1,0.1,2.0,2.0,,9.0,73890.0
2023,Locomotive engineers and operators,53-4010,Summary,29.9,30.3,0.0,0.0,0.4,1.2,,2.5,74360.0
2023,Locomotive engineers,53-4011,Line item,27.5,27.9,0.0,0.0,0.4,1.3,,2.3,74770.0
2023,"Rail yard engineers, dinkey operators, and hostlers",53-4013,Line item,2.4,2.4,0.0,0.0,0.0,0.5,,0.2,57070.0
2023,"Railroad brake, signal, and switch operators and locomotive firers",53-4022,Line item,12.0,12.1,0.0,0.0,0.2,1.5,,1.1,63540.0
2023,Railroad conductors and yardmasters,53-4031,Line item,41.1,41.9,0.0,0.0,0.8,1.9,,3.7,71130.0
2023,Subway and streetcar operators,53-4041,Line item,15.4,16.0,0.0,0.0,0.7,4.2,,1.5,84270.0
2023,"Rail transportation workers, all other",53-4099,Line item,1.9,2.0,0.0,0.0,0.1,3.5,,0.2,44660.0
2023,Water transportation workers,53-5000,Summary,85.0,87.5,0.1,0.1,2.5,3.0,5.6,9.7,64930.0
2023,Sailors and marine oilers,53-5011,Line item,32.1,33.2,0.0,0.0,1.1,3.5,,3.8,48400.0
2023,Ship and boat captains and operators,53-5020,Summary,43.4,44.4,0.0,0.0,1.1,2.4,11.0,4.7,82630.0
2023,"Captains, mates, and pilots of water vessels",53-5021,Line item,40.2,41.2,0.0,0.0,0.9,2.3,11.0,4.4,88730.0
2023,Motorboat operators,53-5022,Line item,3.1,3.2,0.0,0.0,0.1,3.4,10.3,0.3,46420.0
2023,Ship engineers,53-5031,Line item,9.5,9.8,0.0,0.0,0.3,3.4,,1.1,94270.0
2023,Other transportation workers,53-6000,Summary,314.7,325.9,0.2,0.2,11.2,3.6,1.3,45.5,35020.0
2023,Bridge and lock tenders,53-6011,Line item,3.6,3.6,0.0,0.0,0.0,0.5,,0.4,49120.0
2023,Parking attendants,53-6021,Line item,120.9,127.3,0.1,0.1,6.4,5.3,0.7,18.6,32840.0
2023,Transportation service attendants,53-6030,Summary,119.8,121.2,0.1,0.1,1.5,1.2,0.6,18.4,35000.0
2023,Automotive and watercraft service attendants,53-6031,Line item,94.6,94.5,0.1,0.1,-0.1,-0.1,0.6,14.3,33820.0
2023,Aircraft service attendants,53-6032,Line item,25.2,26.7,0.0,0.0,1.6,6.2,0.6,4.1,39110.0
2023,Traffic technicians,53-6041,Line item,7.8,8.2,0.0,0.0,0.3,4.2,,0.8,52240.0
2023,Transportation inspectors,53-6051,Line item,29.7,30.8,0.0,0.0,1.2,3.9,3.5,2.9,87290.0
2023,Passenger attendants,53-6061,Line item,21.6,22.9,0.0,0.0,1.3,5.8,6.3,3.3,35620.0
2023,"Transportation workers, all other",53-6099,Line item,11.3,11.9,0.0,0.0,0.6,5.3,1.6,1.2,40300.0
2023,Material moving workers,53-7000,Summary,8028.1,8335.7,4.8,4.8,307.6,3.8,1.1,1152.5,37290.0
2023,Conveyor operators and tenders,53-7011,Line item,30.4,30.1,0.0,0.0,-0.3,-0.9,20.9,2.8,39260.0
2023,Crane and tower operators,53-7021,Line item,42.6,44.2,0.0,0.0,1.6,3.7,,4.1,64690.0
2023,Dredge operators,53-7031,Line item,1.2,1.2,0.0,0.0,0.0,2.1,17.6,0.1,50440.0
2023,Hoist and winch operators,53-7041,Line item,2.7,2.7,0.0,0.0,0.0,-0.5,18.2,0.3,55950.0
2023,Industrial truck and tractor operators,53-7051,Line item,770.8,791.9,0.5,0.5,21.2,2.7,0.2,78.2,44470.0
2023,Laborers and material movers,53-7060,Summary,6957.3,7237.0,4.1,4.1,279.7,4.0,1.0,1041.0,36720.0
2023,Cleaners of vehicles and equipment,53-7061,Line item,402.7,420.6,0.2,0.2,17.8,4.4,7.6,56.5,34150.0
2023,"Laborers and freight, stock, and material movers, hand",53-7062,Line item,3004.8,3130.6,1.8,1.8,125.7,4.2,1.0,409.0,37660.0
2023,Machine feeders and offbearers,53-7063,Line item,43.8,38.2,0.0,0.0,-5.6,-12.7,,5.1,39250.0
2023,"Packers and packagers, hand",53-7064,Line item,641.3,614.3,0.4,0.4,-26.9,-4.2,0.6,84.5,34830.0
2023,Stockers and order fillers,53-7065,Line item,2864.7,3033.3,1.7,1.7,168.6,5.9,0.1,485.8,36390.0
2023,Pumping station operators,53-7070,Summary,35.5,35.8,0.0,0.0,0.2,0.7,,3.8,62530.0
2023,Gas compressor and gas pumping station operators,53-7071,Line item,4.5,4.5,0.0,0.0,0.1,1.2,,0.5,61870.0
2023,"Pump operators, except wellhead pumpers",53-7072,Line item,11.7,12.3,0.0,0.0,0.6,5.0,,1.3,54690.0
2023,Wellhead pumpers,53-7073,Line item,19.4,19.0,0.0,0.0,-0.4,-2.0,,2.0,71830.0
2023,Refuse and recyclable material collectors,53-7081,Line item,148.4,151.9,0.1,0.1,3.5,2.3,4.2,18.0,45760.0
2023,"Tank car, truck, and ship loaders",53-7121,Line item,12.7,13.2,0.0,0.0,0.5,3.9,7.2,1.4,58620.0
2023,"Material moving workers, all other",53-7199,Line item,26.5,27.6,0.0,0.0,1.2,4.4,6.8,3.0,40310.0
2024,"Total, all occupations",00-0000,Summary,169956.1,175167.9,100.0,100.0,5211.8,3.1,5.8,18863.3,49500.0
2024,Management occupations,11-0000,Summary,13607.6,14441.0,8.0,8.2,833.4,6.1,14.1,1147.9,122090.0
2024,Top executives,11-1000,Summary,4049.9,4228.1,2.4,2.4,178.2,4.4,2.8,333.1,104990.0
2024,Chief executives,11-1011,Line item,309.4,322.7,0.2,0.2,13.3,4.3,25.9,22.2,206420.0
2024,General and operations managers,11-1021,Line item,3712.9,3876.8,2.2,2.2,164.0,4.4,0.9,308.7,102950.0
2024,Legislators,11-1031,Line item,27.7,28.6,0.0,0.0,0.9,3.4,,2.2,44810.0
2024,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,1182.4,1243.5,0.7,0.7,61.2,5.2,2.2,95.6,144530.0
2024,Advertising and promotions managers,11-2011,Line item,27.0,26.4,0.0,0.0,-0.6,-2.2,20.7,2.1,126960.0
2024,Marketing and sales managers,11-2020,Summary,1026.5,1082.2,0.6,0.6,55.7,5.4,2.0,83.3,148870.0
2024,Marketing managers,11-2021,Line item,407.0,433.7,0.2,0.2,26.7,6.6,3.6,34.3,161030.0
2024,Sales managers,11-2022,Line item,619.5,648.5,0.4,0.4,29.0,4.7,0.9,49.0,138060.0
2024,Public relations and fundraising managers,11-2030,Summary,128.9,134.9,0.1,0.1,6.1,4.7,0.3,10.2,132870.0
2024,Public relations managers,11-2032,Line item,83.2,87.3,0.0,0.0,4.1,5.0,0.3,6.6,138520.0
2024,Fundraising managers,11-2033,Line item,45.7,47.6,0.0,0.0,1.9,4.2,0.2,3.6,123480.0
2024,Operations specialties managers,11-3000,Summary,2789.5,3072.3,1.6,1.8,282.7,10.1,1.4,231.7,140330.0
2024,Administrative services and facilities managers,11-3010,Summary,422.6,440.9,0.2,0.3,18.3,4.3,0.0,36.4,106880.0
2024,Administrative services managers,11-3012,Line item,271.2,283.8,0.2,0.2,12.6,4.6,0.0,23.2,108390.0
2024,Facilities managers,11-3013,Line item,151.4,157.1,0.1,0.1,5.7,3.8,,13.2,104690.0
2024,Computer and information systems managers,11-3021,Line item,667.1,768.7,0.4,0.4,101.6,15.2,0.9,55.6,171200.0
2024,Financial managers,11-3031,Line item,868.6,997.4,0.5,0.6,128.8,14.8,2.4,74.6,161700.0
2024,Industrial production managers,11-3051,Line item,241.9,246.5,0.1,0.1,4.6,1.9,2.6,17.1,121440.0
2024,Purchasing managers,11-3061,Line item,83.5,86.1,0.0,0.0,2.6,3.1,0.8,6.4,139510.0
2024,"Transportation, storage, and distribution managers",11-3071,Line item,216.7,229.8,0.1,0.1,13.1,6.1,1.7,18.5,102010.0
2024,Compensation and benefits managers,11-3111,Line item,20.9,20.9,0.0,0.0,0.0,0.2,1.4,1.5,140360.0
2024,Human resources managers,11-3121,Line item,221.9,233.0,0.1,0.1,11.1,5.0,0.6,17.9,140030.0
2024,Training and development managers,11-3131,Line item,46.4,49.2,0.0,0.0,2.7,5.8,,3.8,127090.0
2024,Other management occupations,11-9000,Summary,5585.8,5897.1,3.3,3.4,311.3,5.6,31.2,487.4,104030.0
2024,"Farmers, ranchers, and other agricultural managers",11-9013,Line item,836.1,825.0,0.5,0.5,-11.1,-1.3,62.6,85.5,87980.0
2024,Construction managers,11-9021,Line item,550.3,598.4,0.3,0.3,48.1,8.7,35.8,46.8,106980.0
2024,Education and childcare administrators,11-9030,Summary,710.2,708.2,0.4,0.4,-2.0,-0.3,2.2,45.6,100650.0
2024,"Education and childcare administrators, preschool and daycare",11-9031,Line item,90.2,87.9,0.1,0.1,-2.3,-2.5,4.9,5.5,56270.0
2024,"Education administrators, kindergarten through secondary",11-9032,Line item,333.3,328.1,0.2,0.2,-5.1,-1.5,1.2,20.8,104070.0
2024,"Education administrators, postsecondary",11-9033,Line item,226.6,230.5,0.1,0.1,4.0,1.7,2.2,15.1,103960.0
2024,"Education administrators, all other",11-9039,Line item,60.2,61.7,0.0,0.0,1.5,2.5,3.5,4.1,89040.0
2024,Architectural and engineering managers,11-9041,Line item,212.5,220.5,0.1,0.1,8.0,3.8,0.2,14.5,167740.0
2024,Food service managers,11-9051,Line item,352.8,375.3,0.2,0.2,22.6,6.4,30.3,42.0,65310.0
2024,Entertainment and recreation managers,11-9070,Summary,48.3,51.7,0.0,0.0,3.4,7.0,8.5,6.1,77650.0
2024,Gambling managers,11-9071,Line item,5.1,5.2,0.0,0.0,0.1,1.2,7.7,0.6,85580.0
2024,"Entertainment and recreation managers, except gambling",11-9072,Line item,43.2,46.5,0.0,0.0,3.3,7.7,8.6,5.5,77180.0
2024,Lodging managers,11-9081,Line item,52.0,53.8,0.0,0.0,1.8,3.4,19.1,5.4,68130.0
2024,Medical and health services managers,11-9111,Line item,616.2,759.1,0.4,0.4,142.9,23.2,5.1,62.1,117960.0
2024,Natural sciences managers,11-9121,Line item,104.3,108.2,0.1,0.1,3.9,3.7,,8.5,161180.0
2024,Postmasters and mail superintendents,11-9131,Line item,13.1,12.7,0.0,0.0,-0.5,-3.5,,0.9,92730.0
2024,"Property, real estate, and community association managers",11-9141,Line item,466.1,483.1,0.3,0.3,17.0,3.6,34.0,39.0,66700.0
2024,Social and community service managers,11-9151,Line item,219.8,233.9,0.1,0.1,14.1,6.4,5.6,18.6,78240.0
2024,Emergency management directors,11-9161,Line item,13.2,13.6,0.0,0.0,0.4,3.0,,1.0,86130.0
2024,Personal service managers,11-9170,Summary,57.1,60.1,0.0,0.0,3.0,5.2,55.3,4.6,70560.0
2024,Funeral home managers,11-9171,Line item,32.1,33.4,0.0,0.0,1.3,4.1,56.1,2.6,76830.0
2024,"Personal service managers, all other",11-9179,Line item,25.1,26.7,0.0,0.0,1.6,6.5,54.3,2.1,61340.0
2024,"Managers, all other",11-9199,Line item,1333.7,1393.5,0.8,0.8,59.8,4.5,48.6,106.7,136550.0
2024,Business and financial operations occupations,13-0000,Summary,11262.0,11848.9,6.6,6.8,586.9,5.2,4.3,942.5,80920.0
2024,Business operations specialists,13-1000,Summary,7921.1,8356.3,4.7,4.8,435.2,5.5,3.7,689.9,80410.0
2024,"Agents and business managers of artists, performers, and athletes",13-1011,Line item,21.4,23.2,0.0,0.0,1.9,8.7,26.1,2.2,96310.0
2024,Buyers and purchasing agents,13-1020,Line item,522.2,552.3,0.3,0.3,30.1,5.8,4.7,52.2,75650.0
2024,"Claims adjusters, appraisers, examiners, and investigators",13-1030,Summary,365.3,346.3,0.2,0.2,-18.9,-5.2,2.2,21.6,76790.0
2024,"Claims adjusters, examiners, and investigators",13-1031,Line item,356.1,337.9,0.2,0.2,-18.2,-5.1,2.2,21.1,76790.0
2024,"Insurance appraisers, auto damage",13-1032,Line item,9.2,8.4,0.0,0.0,-0.8,-8.2,2.7,0.5,76650.0
2024,Compliance officers,13-1041,Line item,418.0,430.3,0.2,0.2,12.3,3.0,0.4,33.3,78420.0
2024,Cost estimators,13-1051,Line item,221.4,212.1,0.1,0.1,-9.3,-4.2,0.3,16.9,77070.0
2024,Human resources workers,13-1070,Summary,1013.7,1072.3,0.6,0.6,58.6,5.8,0.5,87.2,74220.0
2024,Human resources specialists,13-1071,Line item,944.3,1002.7,0.6,0.6,58.4,6.2,0.5,81.8,72910.0
2024,Farm labor contractors,13-1074,Line item,3.9,4.2,0.0,0.0,0.2,6.0,,0.3,48690.0
2024,Labor relations specialists,13-1075,Line item,65.4,65.4,0.0,0.0,-0.1,-0.1,0.5,5.1,93500.0
2024,Logisticians and project management specialists,13-1080,Summary,1287.2,1386.2,0.8,0.8,99.0,7.7,1.5,104.7,98070.0
2024,Logisticians,13-1081,Line item,241.0,281.3,0.1,0.2,40.3,16.7,0.3,26.4,80880.0
2024,Project management specialists,13-1082,Line item,1046.3,1105.0,0.6,0.6,58.7,5.6,1.8,78.2,100750.0
2024,Management analysts,13-1111,Line item,1075.1,1169.7,0.6,0.7,94.5,8.8,13.7,98.1,101190.0
2024,"Meeting, convention, and event planners",13-1121,Line item,155.8,163.3,0.1,0.1,7.5,4.8,5.1,15.5,59440.0
2024,Fundraisers,13-1131,Line item,134.4,140.2,0.1,0.1,5.8,4.3,1.9,10.2,66490.0
2024,"Compensation, benefits, and job analysis specialists",13-1141,Line item,107.0,112.7,0.1,0.1,5.6,5.3,,8.5,77020.0
2024,Training and development specialists,13-1151,Line item,452.3,501.0,0.3,0.3,48.7,10.8,0.5,43.9,65850.0
2024,Market research analysts and marketing specialists,13-1161,Line item,941.7,1004.7,0.6,0.6,63.0,6.7,5.9,87.2,76950.0
2024,"Business operations specialists, all other",13-1199,Line item,1205.7,1242.0,0.7,0.7,36.3,3.0,1.4,108.2,81270.0
2024,Financial specialists,13-2000,Summary,3340.9,3492.6,2.0,2.0,151.7,4.5,5.6,252.6,82140.0
2024,Accountants and auditors,13-2011,Line item,1579.8,1652.6,0.9,0.9,72.8,4.6,4.6,124.2,81680.0
2024,Property appraisers and assessors,13-2020,Line item,77.3,80.2,0.0,0.0,2.9,3.8,21.1,6.3,65420.0
2024,Budget analysts,13-2031,Line item,50.4,51.0,0.0,0.0,0.5,1.0,,3.1,87930.0
2024,Credit analysts,13-2041,Line item,67.8,64.8,0.0,0.0,-3.0,-4.4,,3.7,80970.0
2024,Financial analysts and advisors,13-2050,Summary,881.9,934.9,0.5,0.5,53.0,6.0,8.2,62.3,99990.0
2024,Financial and investment analysts,13-2051,Line item,368.5,389.6,0.2,0.2,21.1,5.7,5.0,25.1,101350.0
2024,Personal financial advisors,13-2052,Line item,326.0,357.2,0.2,0.2,31.2,9.6,15.8,24.1,102140.0
2024,Insurance underwriters,13-2053,Line item,127.0,123.7,0.1,0.1,-3.3,-2.6,,8.2,79880.0
2024,Financial risk specialists,13-2054,Line item,60.5,64.4,0.0,0.0,3.9,6.5,4.0,4.8,106000.0
2024,Financial examiners,13-2061,Line item,65.1,77.2,0.0,0.0,12.1,18.5,0.4,5.7,90400.0
2024,Credit counselors and loan officers,13-2070,Summary,333.2,339.3,0.2,0.2,6.1,1.8,2.0,22.5,69040.0
2024,Credit counselors,13-2071,Line item,31.8,32.9,0.0,0.0,1.1,3.3,1.4,2.2,50480.0
2024,Loan officers,13-2072,Line item,301.4,306.5,0.2,0.2,5.0,1.7,2.1,20.3,74180.0
2024,"Tax examiners, collectors and preparers, and revenue agents",13-2080,Summary,148.2,151.2,0.1,0.1,3.0,2.1,9.5,14.7,56160.0
2024,"Tax examiners and collectors, and revenue agents",13-2081,Line item,57.6,56.5,0.0,0.0,-1.0,-1.8,,4.3,59740.0
2024,Tax preparers,13-2082,Line item,90.6,94.7,0.1,0.1,4.1,4.5,15.5,10.4,50560.0
2024,"Financial specialists, all other",13-2099,Line item,137.1,141.4,0.1,0.1,4.3,3.1,2.9,10.3,80190.0
2024,Computer and mathematical occupations,15-0000,Summary,5416.7,5962.3,3.2,3.4,545.6,10.1,2.0,355.4,105850.0
2024,Computer occupations,15-1200,Summary,4985.6,5414.4,2.9,3.1,428.8,8.6,2.1,317.7,105990.0
2024,Computer and information analysts,15-1210,Summary,703.8,801.4,0.4,0.5,97.6,13.9,1.8,50.2,106890.0
2024,Computer systems analysts,15-1211,Line item,521.1,566.5,0.3,0.3,45.5,8.7,2.2,34.2,103790.0
2024,Information security analysts,15-1212,Line item,182.8,234.9,0.1,0.1,52.1,28.5,0.6,16.0,124910.0
2024,Computer and information research scientists,15-1221,Line item,40.3,48.3,0.0,0.0,7.9,19.7,0.9,3.2,140910.0
2024,Computer support specialists,15-1230,Summary,882.3,858.0,0.5,0.5,-24.2,-2.7,2.0,50.5,61550.0
2024,Computer network support specialists,15-1231,Line item,152.7,155.5,0.1,0.1,2.8,1.8,2.0,9.6,73340.0
2024,Computer user support specialists,15-1232,Line item,729.5,702.5,0.4,0.4,-27.0,-3.7,2.0,40.8,60340.0
2024,Database and network administrators and architects,15-1240,Summary,655.6,668.4,0.4,0.4,12.9,2.0,0.6,33.3,107480.0
2024,Computer network architects,15-1241,Line item,179.2,200.6,0.1,0.1,21.4,11.9,0.4,11.2,130390.0
2024,Database administrators,15-1242,Line item,78.0,77.5,0.0,0.0,-0.5,-0.7,1.2,3.8,104620.0
2024,Database architects,15-1243,Line item,66.9,72.7,0.0,0.0,5.8,8.7,1.4,4.0,135980.0
2024,Network and computer systems administrators,15-1244,Line item,331.5,317.7,0.2,0.2,-13.8,-4.2,0.3,14.3,96800.0
2024,"Software and web developers, programmers, and testers",15-1250,Summary,2231.5,2527.7,1.3,1.4,296.1,13.3,2.3,149.2,129320.0
2024,Computer programmers,15-1251,Line item,121.2,113.9,0.1,0.1,-7.2,-6.0,6.2,5.5,98670.0
2024,Software developers,15-1252,Line item,1693.8,1961.4,1.0,1.1,267.7,15.8,1.6,115.2,133080.0
2024,Software quality assurance analysts and testers,15-1253,Line item,201.7,221.9,0.1,0.1,20.2,10.0,0.1,14.0,102610.0
2024,Web developers,15-1254,Line item,86.0,92.5,0.1,0.1,6.5,7.5,5.3,5.4,90930.0
2024,Web and digital interface designers,15-1255,Line item,128.9,137.9,0.1,0.1,9.0,7.0,10.1,9.1,98090.0
2024,"Computer occupations, all other",15-1299,Line item,472.0,510.5,0.3,0.3,38.5,8.2,3.9,31.3,108970.0
2024,Mathematical science occupations,15-2000,Summary,431.1,547.9,0.3,0.3,116.8,27.1,1.2,37.7,104620.0
2024,Actuaries,15-2011,Line item,33.6,40.9,0.0,0.0,7.3,21.8,,2.4,125770.0
2024,Mathematicians,15-2021,Line item,2.4,2.4,0.0,0.0,0.0,-0.7,,0.1,121680.0
2024,Operations research analysts,15-2031,Line item,112.1,136.2,0.1,0.1,24.1,21.5,,9.6,91290.0
2024,Statisticians,15-2041,Line item,32.2,34.9,0.0,0.0,2.7,8.5,1.3,2.0,103300.0
2024,Data scientists,15-2051,Line item,245.9,328.3,0.1,0.2,82.5,33.5,1.8,23.4,112590.0
2024,"Mathematical science occupations, all other",15-2099,Line item,5.0,5.2,0.0,0.0,0.2,4.0,1.4,0.3,71490.0
2024,Architecture and engineering occupations,17-0000,Summary,2648.4,2788.3,1.6,1.6,139.9,5.3,1.9,186.5,97310.0
2024,"Architects, surveyors, and cartographers",17-1000,Summary,215.0,223.9,0.1,0.1,8.9,4.1,8.3,14.4,82990.0
2024,"Architects, except naval",17-1010,Summary,145.4,151.0,0.1,0.1,5.6,3.8,10.4,9.5,94010.0
2024,"Architects, except landscape and naval",17-1011,Line item,123.6,128.4,0.1,0.1,4.8,3.9,10.5,7.8,96690.0
2024,Landscape architects,17-1012,Line item,21.8,22.6,0.0,0.0,0.8,3.5,10.4,1.7,79660.0
2024,"Surveyors, cartographers, and photogrammetrists",17-1020,Summary,69.6,72.9,0.0,0.0,3.3,4.8,3.9,4.9,74120.0
2024,Cartographers and photogrammetrists,17-1021,Line item,13.4,14.3,0.0,0.0,0.9,6.4,2.3,1.0,78380.0
2024,Surveyors,17-1022,Line item,56.1,58.6,0.0,0.0,2.5,4.4,4.3,3.9,72740.0
2024,Engineers,17-2000,Summary,1790.3,1913.3,1.1,1.1,123.0,6.9,1.1,114.6,106070.0
2024,Aerospace engineers,17-2011,Line item,71.6,75.9,0.0,0.0,4.4,6.1,2.6,4.5,134830.0
2024,Agricultural engineers,17-2021,Line item,1.7,1.8,0.0,0.0,0.1,5.9,,0.1,84630.0
2024,Bioengineers and biomedical engineers,17-2031,Line item,22.2,23.3,0.0,0.0,1.1,5.2,0.2,1.3,106950.0
2024,Chemical engineers,17-2041,Line item,21.6,22.1,0.0,0.0,0.6,2.6,5.1,1.1,121860.0
2024,Civil engineers,17-2051,Line item,368.9,387.5,0.2,0.2,18.5,5.0,1.3,23.6,99590.0
2024,Computer hardware engineers,17-2061,Line item,76.8,82.4,0.0,0.0,5.6,7.3,1.1,4.7,155020.0
2024,Electrical and electronics engineers,17-2070,Summary,287.9,307.6,0.2,0.2,19.7,6.9,1.0,17.5,118780.0
2024,Electrical engineers,17-2071,Line item,192.0,205.7,0.1,0.1,13.8,7.2,1.0,11.7,111910.0
2024,"Electronics engineers, except computer",17-2072,Line item,95.9,101.8,0.1,0.1,6.0,6.2,0.9,5.7,127590.0
2024,Environmental engineers,17-2081,Line item,39.4,41.0,0.0,0.0,1.5,3.9,1.0,3.0,104170.0
2024,"Industrial engineers, including health and safety",17-2110,Summary,374.9,414.5,0.2,0.2,39.6,10.6,0.2,26.8,101490.0
2024,"Health and safety engineers, except mining safety engineers and inspectors",17-2111,Line item,23.8,24.9,0.0,0.0,1.1,4.4,,1.5,109660.0
2024,Industrial engineers,17-2112,Line item,351.1,389.6,0.2,0.2,38.5,11.0,0.2,25.2,101140.0
2024,Marine engineers and naval architects,17-2121,Line item,8.5,9.0,0.0,0.0,0.5,5.8,,0.6,105670.0
2024,Materials engineers,17-2131,Line item,23.0,24.3,0.0,0.0,1.3,5.7,,1.5,108310.0
2024,Mechanical engineers,17-2141,Line item,293.1,319.6,0.2,0.2,26.5,9.1,1.2,18.1,102320.0
2024,"Mining and geological engineers, including mining safety engineers",17-2151,Line item,7.0,7.0,0.0,0.0,0.0,0.7,1.7,0.4,101020.0
2024,Nuclear engineers,17-2161,Line item,15.4,15.3,0.0,0.0,-0.2,-1.1,2.4,0.8,127520.0
2024,Petroleum engineers,17-2171,Line item,19.6,19.8,0.0,0.0,0.2,1.3,1.7,1.2,141280.0
2024,"Engineers, all other",17-2199,Line item,158.8,162.1,0.1,0.1,3.3,2.1,2.1,9.3,117750.0
2024,"Drafters, engineering technicians, and mapping technicians",17-3000,Summary,643.1,651.2,0.4,0.4,8.1,1.3,1.9,57.5,66390.0
2024,Drafters,17-3010,Summary,192.1,191.5,0.1,0.1,-0.6,-0.3,3.2,16.2,65380.0
2024,Architectural and civil drafters,17-3011,Line item,110.5,115.1,0.1,0.1,4.6,4.1,0.7,10.0,64280.0
2024,Electrical and electronics drafters,17-3012,Line item,21.6,20.4,0.0,0.0,-1.2,-5.6,6.6,1.7,73720.0
2024,Mechanical drafters,17-3013,Line item,42.9,40.1,0.0,0.0,-2.8,-6.5,6.6,3.3,68510.0
2024,"Drafters, all other",17-3019,Line item,17.1,15.9,0.0,0.0,-1.2,-6.9,6.5,1.3,62010.0
2024,"Engineering technologists and technicians, except drafters",17-3020,Summary,391.6,397.7,0.2,0.2,6.0,1.5,0.9,33.7,70070.0
2024,Aerospace engineering and operations technologists and technicians,17-3021,Line item,9.3,10.1,0.0,0.0,0.8,8.1,1.4,0.9,79830.0
2024,Civil engineering technologists and technicians,17-3022,Line item,64.9,66.2,0.0,0.0,1.4,2.1,0.8,5.5,64200.0
2024,Electrical and electronic engineering technologists and technicians,17-3023,Line item,93.7,94.3,0.1,0.1,0.6,0.6,0.1,8.4,77180.0
2024,Electro-mechanical and mechatronics technologists and technicians,17-3024,Line item,15.0,15.1,0.0,0.0,0.2,1.1,1.5,1.3,70760.0
2024,Environmental engineering technologists and technicians,17-3025,Line item,12.9,13.0,0.0,0.0,0.1,1.2,1.2,1.1,58890.0
2024,Industrial engineering technologists and technicians,17-3026,Line item,74.6,75.9,0.0,0.0,1.3,1.7,1.5,6.3,64790.0
2024,Mechanical engineering technologists and technicians,17-3027,Line item,38.3,38.3,0.0,0.0,0.0,0.0,1.5,3.2,68730.0
2024,Calibration technologists and technicians,17-3028,Line item,15.8,16.5,0.0,0.0,0.7,4.7,1.5,1.4,65040.0
2024,"Engineering technologists and technicians, except drafters, all other",17-3029,Line item,67.3,68.3,0.0,0.0,1.0,1.5,1.0,5.7,77390.0
2024,Surveying and mapping technicians,17-3031,Line item,59.4,62.1,0.0,0.0,2.7,4.5,3.6,7.6,51940.0
2024,"Life, physical, and social science occupations",19-0000,Summary,1609.5,1690.4,0.9,1.0,80.9,5.0,4.7,144.7,78980.0
2024,Life scientists,19-1000,Summary,404.8,428.8,0.2,0.2,24.0,5.9,1.3,28.4,90500.0
2024,Agricultural and food scientists,19-1010,Summary,38.7,41.0,0.0,0.0,2.3,5.9,2.5,3.1,78770.0
2024,Animal scientists,19-1011,Line item,2.8,2.9,0.0,0.0,0.2,5.8,2.3,0.2,79120.0
2024,Food scientists and technologists,19-1012,Line item,15.2,16.2,0.0,0.0,1.0,6.5,3.3,1.2,85310.0
2024,Soil and plant scientists,19-1013,Line item,20.7,21.8,0.0,0.0,1.1,5.4,2.0,1.7,71410.0
2024,Biological scientists,19-1020,Summary,138.3,142.3,0.1,0.1,4.0,2.9,1.1,10.8,93340.0
2024,Biochemists and biophysicists,19-1021,Line item,35.6,37.6,0.0,0.0,2.1,5.8,1.7,2.9,103650.0
